ctime,relid,indexrelid,schemaname,relname,indexrelname,idx_scan,last_idx_scan,idx_tup_read,idx_tup_fetch,relid,indexrelid,schemaname,relname,indexrelname,idx_blks_read,idx_blks_hit
1707243307.919433,2836,2837,pg_toast,pg_toast_1255,pg_toast_1255_index,259,2024-02-06 11:42:41.981139-06,404,404,2836,2837,pg_toast,pg_toast_1255,pg_toast_1255_index,38,309
1707243307.919433,4171,4172,pg_toast,pg_toast_1247,pg_toast_1247_index,0,,0,0,4171,4172,pg_toast,pg_toast_1247,pg_toast_1247_index,1,0
1707243307.919433,2830,2831,pg_toast,pg_toast_2604,pg_toast_2604_index,0,,0,0,2830,2831,pg_toast,pg_toast_2604,pg_toast_2604_index,1,0
1707243307.919433,2832,2833,pg_toast,pg_toast_2606,pg_toast_2606_index,0,,0,0,2832,2833,pg_toast,pg_toast_2606,pg_toast_2606_index,1,0
1707243307.919433,4157,4158,pg_toast,pg_toast_2612,pg_toast_2612_index,0,,0,0,4157,4158,pg_toast,pg_toast_2612,pg_toast_2612_index,1,0
1707243307.919433,4159,4160,pg_toast,pg_toast_2600,pg_toast_2600_index,0,,0,0,4159,4160,pg_toast,pg_toast_2600,pg_toast_2600_index,1,0
1707243307.919433,2840,2841,pg_toast,pg_toast_2619,pg_toast_2619_index,44284,2024-02-06 12:15:07.967958-06,724720,724720,2840,2841,pg_toast,pg_toast_2619,pg_toast_2619_index,231,107817
1707243307.919433,3439,3440,pg_toast,pg_toast_3381,pg_toast_3381_index,0,,0,0,3439,3440,pg_toast,pg_toast_3381,pg_toast_3381_index,1,0
1707243307.919433,3430,3431,pg_toast,pg_toast_3429,pg_toast_3429_index,0,,0,0,3430,3431,pg_toast,pg_toast_3429,pg_toast_3429_index,1,0
1707243307.919433,2838,2839,pg_toast,pg_toast_2618,pg_toast_2618_index,788,2024-02-06 12:15:07.967958-06,2302,2302,2838,2839,pg_toast,pg_toast_2618,pg_toast_2618_index,5,1452
1707243307.919433,2336,2337,pg_toast,pg_toast_2620,pg_toast_2620_index,0,,0,0,2336,2337,pg_toast,pg_toast_2620,pg_toast_2620_index,1,0
1707243307.919433,4145,4146,pg_toast,pg_toast_3466,pg_toast_3466_index,0,,0,0,4145,4146,pg_toast,pg_toast_3466,pg_toast_3466_index,1,0
1707243307.919433,2834,2835,pg_toast,pg_toast_2609,pg_toast_2609_index,0,,0,0,2834,2835,pg_toast,pg_toast_2609,pg_toast_2609_index,1,0
1707243307.919433,4163,4164,pg_toast,pg_toast_2615,pg_toast_2615_index,0,,0,0,4163,4164,pg_toast,pg_toast_2615,pg_toast_2615_index,1,0
1707243307.919433,4177,4178,pg_toast,pg_toast_1262,pg_toast_1262_index,0,,0,0,4177,4178,pg_toast,pg_toast_1262,pg_toast_1262_index,3,1
1707243307.919433,2966,2967,pg_toast,pg_toast_2964,pg_toast_2964_index,0,,0,0,2966,2967,pg_toast,pg_toast_2964,pg_toast_2964_index,3,1
1707243307.919433,4185,4186,pg_toast,pg_toast_1213,pg_toast_1213_index,0,,0,0,4185,4186,pg_toast,pg_toast_1213,pg_toast_1213_index,3,1
1707243307.919433,4175,4176,pg_toast,pg_toast_1260,pg_toast_1260_index,0,,0,0,4175,4176,pg_toast,pg_toast_1260,pg_toast_1260_index,3,1
1707243307.919433,2846,2847,pg_toast,pg_toast_2396,pg_toast_2396_index,0,,0,0,2846,2847,pg_toast,pg_toast_2396,pg_toast_2396_index,3,1
1707243307.919433,4169,4170,pg_toast,pg_toast_3600,pg_toast_3600_index,0,,0,0,4169,4170,pg_toast,pg_toast_3600,pg_toast_3600_index,1,0
1707243307.919433,4147,4148,pg_toast,pg_toast_3079,pg_toast_3079_index,0,,0,0,4147,4148,pg_toast,pg_toast_3079,pg_toast_3079_index,1,0
1707243307.919433,4149,4150,pg_toast,pg_toast_2328,pg_toast_2328_index,0,,0,0,4149,4150,pg_toast,pg_toast_2328,pg_toast_2328_index,1,0
1707243307.919433,4151,4152,pg_toast,pg_toast_1417,pg_toast_1417_index,0,,0,0,4151,4152,pg_toast,pg_toast_1417,pg_toast_1417_index,1,0
1707243307.919433,4173,4174,pg_toast,pg_toast_1418,pg_toast_1418_index,0,,0,0,4173,4174,pg_toast,pg_toast_1418,pg_toast_1418_index,1,0
1707243307.919433,4153,4154,pg_toast,pg_toast_3118,pg_toast_3118_index,0,,0,0,4153,4154,pg_toast,pg_toast_3118,pg_toast_3118_index,1,0
1707243307.919433,4167,4168,pg_toast,pg_toast_3256,pg_toast_3256_index,0,,0,0,4167,4168,pg_toast,pg_toast_3256,pg_toast_3256_index,1,0
1707243307.919433,4181,4182,pg_toast,pg_toast_6000,pg_toast_6000_index,0,,0,0,4181,4182,pg_toast,pg_toast_6000,pg_toast_6000_index,3,1
1707243307.919433,4143,4144,pg_toast,pg_toast_826,pg_toast_826_index,0,,0,0,4143,4144,pg_toast,pg_toast_826,pg_toast_826_index,1,0
1707243307.919433,4155,4156,pg_toast,pg_toast_3394,pg_toast_3394_index,0,,0,0,4155,4156,pg_toast,pg_toast_3394,pg_toast_3394_index,1,0
1707243307.919433,3598,3599,pg_toast,pg_toast_3596,pg_toast_3596_index,0,,0,0,3598,3599,pg_toast,pg_toast_3596,pg_toast_3596_index,1,0
1707243307.919433,4060,4061,pg_toast,pg_toast_3592,pg_toast_3592_index,0,,0,0,4060,4061,pg_toast,pg_toast_3592,pg_toast_3592_index,3,1
1707243307.919433,6175,6176,pg_toast,pg_toast_3456,pg_toast_3456_index,0,,0,0,6175,6176,pg_toast,pg_toast_3456,pg_toast_3456_index,1,0
1707243307.919433,6244,6245,pg_toast,pg_toast_6243,pg_toast_6243_index,0,,0,0,6244,6245,pg_toast,pg_toast_6243,pg_toast_6243_index,3,1
1707243307.919433,4165,4166,pg_toast,pg_toast_3350,pg_toast_3350_index,0,,0,0,4165,4166,pg_toast,pg_toast_3350,pg_toast_3350_index,1,0
1707243307.919433,6228,6229,pg_toast,pg_toast_6106,pg_toast_6106_index,0,,0,0,6228,6229,pg_toast,pg_toast_6106,pg_toast_6106_index,1,0
1707243307.919433,4183,4184,pg_toast,pg_toast_6100,pg_toast_6100_index,0,,0,0,4183,4184,pg_toast,pg_toast_6100,pg_toast_6100_index,3,1
1707243307.919433,24603,24604,pg_toast,pg_toast_24600,pg_toast_24600_index,0,,0,0,24603,24604,pg_toast,pg_toast_24600,pg_toast_24600_index,1,0
1707243307.919433,1255,2691,pg_catalog,pg_proc,pg_proc_proname_args_nsp_index,4844,2024-02-06 12:15:07.976006-06,17665,17665,1255,2691,pg_catalog,pg_proc,pg_proc_proname_args_nsp_index,263,13207
1707243307.919433,1247,2704,pg_catalog,pg_type,pg_type_typname_nsp_index,4190,2024-02-06 11:33:43.919742-06,3175,2765,1247,2704,pg_catalog,pg_type,pg_type_typname_nsp_index,104,11221
1707243307.919433,1249,2658,pg_catalog,pg_attribute,pg_attribute_relid_attnam_index,163,2024-01-16 18:03:12.560241-06,163,163,1249,2658,pg_catalog,pg_attribute,pg_attribute_relid_attnam_index,35,6400
1707243307.919433,24612,24613,pg_toast,pg_toast_24608,pg_toast_24608_index,0,,0,0,24612,24613,pg_toast,pg_toast_24608,pg_toast_24608_index,1,0
1707243307.919433,1259,2663,pg_catalog,pg_class,pg_class_relname_nsp_index,33850,2024-02-06 12:15:07.976006-06,18117,17697,1259,2663,pg_catalog,pg_class,pg_class_relname_nsp_index,133,79794
1707243307.919433,1259,3455,pg_catalog,pg_class,pg_class_tblspc_relfilenode_index,1925,2024-02-06 12:14:08.058316-06,828,828,1259,3455,pg_catalog,pg_class,pg_class_tblspc_relfilenode_index,21,7278
1707243307.919433,1247,2703,pg_catalog,pg_type,pg_type_oid_index,445658,2024-02-06 12:15:07.976006-06,444966,444966,1247,2703,pg_catalog,pg_type,pg_type_oid_index,163,903148
1707243307.919433,1249,2659,pg_catalog,pg_attribute,pg_attribute_relid_attnum_index,377986,2024-02-06 12:15:07.97825-06,859907,859907,1249,2659,pg_catalog,pg_attribute,pg_attribute_relid_attnum_index,549,802011
1707243307.919433,2604,2656,pg_catalog,pg_attrdef,pg_attrdef_adrelid_adnum_index,0,,0,0,2604,2656,pg_catalog,pg_attrdef,pg_attrdef_adrelid_adnum_index,2,3
1707243307.919433,24629,24630,pg_toast,pg_toast_24626,pg_toast_24626_index,0,,0,0,24629,24630,pg_toast,pg_toast_24626,pg_toast_24626_index,1,0
1707243307.919433,2606,2664,pg_catalog,pg_constraint,pg_constraint_conname_nsp_index,14,2024-01-16 16:54:30.084384-06,0,0,2606,2664,pg_catalog,pg_constraint,pg_constraint_conname_nsp_index,14,200
1707243307.919433,2606,2665,pg_catalog,pg_constraint,pg_constraint_conrelid_contypid_conname_index,11012,2024-02-06 12:14:08.058202-06,41374,41374,2606,2665,pg_catalog,pg_constraint,pg_constraint_conrelid_contypid_conname_index,146,26523
1707243307.919433,2606,2666,pg_catalog,pg_constraint,pg_constraint_contypid_index,984,2024-02-06 11:33:50.372881-06,0,0,2606,2666,pg_catalog,pg_constraint,pg_constraint_contypid_index,43,1649
1707243307.919433,24634,24635,pg_toast,pg_toast_24631,pg_toast_24631_index,0,,0,0,24634,24635,pg_toast,pg_toast_24631,pg_toast_24631_index,1,0
1707243307.919433,2606,2579,pg_catalog,pg_constraint,pg_constraint_conparentid_index,0,,0,0,2606,2579,pg_catalog,pg_constraint,pg_constraint_conparentid_index,10,172
1707243307.919433,2611,2187,pg_catalog,pg_inherits,pg_inherits_parent_index,0,,0,0,2611,2187,pg_catalog,pg_inherits,pg_inherits_parent_index,2,7
1707243307.919433,2610,2678,pg_catalog,pg_index,pg_index_indrelid_index,47831,2024-02-06 12:15:07.967958-06,58060,57811,2610,2678,pg_catalog,pg_index,pg_index_indrelid_index,89,52442
1707243307.919433,2617,2689,pg_catalog,pg_operator,pg_operator_oprname_l_r_n_index,43289,2024-02-06 12:14:08.058579-06,686788,686788,2617,2689,pg_catalog,pg_operator,pg_operator_oprname_l_r_n_index,138,105803
1707243307.919433,2753,2754,pg_catalog,pg_opfamily,pg_opfamily_am_name_nsp_index,0,,0,0,2753,2754,pg_catalog,pg_opfamily,pg_opfamily_am_name_nsp_index,1,0
1707243307.919433,2616,2686,pg_catalog,pg_opclass,pg_opclass_am_name_nsp_index,15002,2024-02-06 12:15:07.967958-06,638539,638539,2616,2686,pg_catalog,pg_opclass,pg_opclass_am_name_nsp_index,86,19484
1707243307.919433,2601,2651,pg_catalog,pg_am,pg_am_name_index,0,,0,0,2601,2651,pg_catalog,pg_am,pg_am_name_index,2,1
1707243307.919433,2602,2653,pg_catalog,pg_amop,pg_amop_fam_strat_index,38896,2024-02-06 12:15:07.967958-06,38872,38872,2602,2653,pg_catalog,pg_amop,pg_amop_fam_strat_index,122,87792
1707243307.919433,2602,2654,pg_catalog,pg_amop,pg_amop_opr_fam_index,28855,2024-02-06 12:15:07.967958-06,122174,122174,2602,2654,pg_catalog,pg_amop,pg_amop_opr_fam_index,208,67942
1707243307.919433,2603,2655,pg_catalog,pg_amproc,pg_amproc_fam_proc_index,82406,2024-02-06 12:15:07.97825-06,245662,245662,2603,2655,pg_catalog,pg_amproc,pg_amproc_fam_proc_index,428,205178
1707243307.919433,2612,2681,pg_catalog,pg_language,pg_language_name_index,11,2024-01-16 18:03:14.037609-06,11,11,2612,2681,pg_catalog,pg_language,pg_language_name_index,2,21
1707243307.919433,3381,3997,pg_catalog,pg_statistic_ext,pg_statistic_ext_name_index,0,,0,0,3381,3997,pg_catalog,pg_statistic_ext,pg_statistic_ext_name_index,2,3
1707243307.919433,3381,3379,pg_catalog,pg_statistic_ext,pg_statistic_ext_relid_index,17457,2024-02-06 12:15:07.967958-06,0,0,3381,3379,pg_catalog,pg_statistic_ext,pg_statistic_ext_relid_index,38,35085
1707243307.919433,2618,2693,pg_catalog,pg_rewrite,pg_rewrite_rel_rulename_index,1273,2024-02-06 12:15:07.976006-06,1277,1277,2618,2693,pg_catalog,pg_rewrite,pg_rewrite_rel_rulename_index,5,2301
1707243307.919433,2620,2699,pg_catalog,pg_trigger,pg_trigger_tgconstraint_index,0,,0,0,2620,2699,pg_catalog,pg_trigger,pg_trigger_tgconstraint_index,10,239
1707243307.919433,2620,2701,pg_catalog,pg_trigger,pg_trigger_tgrelid_tgname_index,16276,2024-02-06 12:10:56.387661-06,123334,123288,2620,2701,pg_catalog,pg_trigger,pg_trigger_tgrelid_tgname_index,188,42202
1707243307.919433,3466,3467,pg_catalog,pg_event_trigger,pg_event_trigger_evtname_index,318,2024-01-23 13:23:45.104445-06,0,0,3466,3467,pg_catalog,pg_event_trigger,pg_event_trigger_evtname_index,2,317
1707243307.919433,2605,2661,pg_catalog,pg_cast,pg_cast_source_target_index,657292,2024-02-06 12:15:07.976006-06,108795,108795,2605,2661,pg_catalog,pg_cast,pg_cast_source_target_index,82,668067
1707243307.919433,2611,2680,pg_catalog,pg_inherits,pg_inherits_relid_seqno_index,0,,0,0,2611,2680,pg_catalog,pg_inherits,pg_inherits_relid_seqno_index,2,7
1707243307.919433,2610,2679,pg_catalog,pg_index,pg_index_indexrelid_index,105205,2024-02-06 12:15:07.97825-06,105272,104835,2610,2679,pg_catalog,pg_index,pg_index_indexrelid_index,291,145843
1707243307.919433,2617,2688,pg_catalog,pg_operator,pg_operator_oid_index,26419,2024-02-06 12:15:07.967958-06,26419,26419,2617,2688,pg_catalog,pg_operator,pg_operator_oid_index,176,63110
1707243307.919433,2753,2755,pg_catalog,pg_opfamily,pg_opfamily_oid_index,0,,0,0,2753,2755,pg_catalog,pg_opfamily,pg_opfamily_oid_index,1,0
1707243307.919433,2616,2687,pg_catalog,pg_opclass,pg_opclass_oid_index,86107,2024-02-06 12:15:07.97825-06,86107,86107,2616,2687,pg_catalog,pg_opclass,pg_opclass_oid_index,292,126608
1707243307.919433,2601,2652,pg_catalog,pg_am,pg_am_oid_index,8,2024-01-23 13:41:08.712638-06,12,8,2601,2652,pg_catalog,pg_am,pg_am_oid_index,3,8
1707243307.919433,2602,2756,pg_catalog,pg_amop,pg_amop_oid_index,0,,0,0,2602,2756,pg_catalog,pg_amop,pg_amop_oid_index,1,0
1707243307.919433,2603,2757,pg_catalog,pg_amproc,pg_amproc_oid_index,0,,0,0,2603,2757,pg_catalog,pg_amproc,pg_amproc_oid_index,1,0
1707243307.919433,2612,2682,pg_catalog,pg_language,pg_language_oid_index,85,2024-02-06 11:26:18.374696-06,85,85,2612,2682,pg_catalog,pg_language,pg_language_oid_index,34,137
1707243307.919433,2995,2996,pg_catalog,pg_largeobject_metadata,pg_largeobject_metadata_oid_index,0,,0,0,2995,2996,pg_catalog,pg_largeobject_metadata,pg_largeobject_metadata_oid_index,1,0
1707243307.919433,2613,2683,pg_catalog,pg_largeobject,pg_largeobject_loid_pn_index,0,,0,0,2613,2683,pg_catalog,pg_largeobject,pg_largeobject_loid_pn_index,1,0
1707243307.919433,2600,2650,pg_catalog,pg_aggregate,pg_aggregate_fnoid_index,1135,2024-02-06 12:14:08.058202-06,1135,1135,2600,2650,pg_catalog,pg_aggregate,pg_aggregate_fnoid_index,48,2161
1707243307.919433,2619,2696,pg_catalog,pg_statistic,pg_statistic_relid_att_inh_index,57573,2024-02-06 12:15:07.967958-06,55352,55314,2619,2696,pg_catalog,pg_statistic,pg_statistic_relid_att_inh_index,118,127310
1707243307.919433,3381,3380,pg_catalog,pg_statistic_ext,pg_statistic_ext_oid_index,0,,0,0,3381,3380,pg_catalog,pg_statistic_ext,pg_statistic_ext_oid_index,2,3
1707243307.919433,3429,3433,pg_catalog,pg_statistic_ext_data,pg_statistic_ext_data_stxoid_inh_index,0,,0,0,3429,3433,pg_catalog,pg_statistic_ext_data,pg_statistic_ext_data_stxoid_inh_index,1,0
1707243307.919433,2618,2692,pg_catalog,pg_rewrite,pg_rewrite_oid_index,0,,0,0,2618,2692,pg_catalog,pg_rewrite,pg_rewrite_oid_index,1,0
1707243307.919433,2620,2702,pg_catalog,pg_trigger,pg_trigger_oid_index,196,2024-01-16 18:03:12.560241-06,0,0,2620,2702,pg_catalog,pg_trigger,pg_trigger_oid_index,10,437
1707243307.919433,3466,3468,pg_catalog,pg_event_trigger,pg_event_trigger_oid_index,0,,0,0,3466,3468,pg_catalog,pg_event_trigger,pg_event_trigger_oid_index,1,0
1707243307.919433,2609,2675,pg_catalog,pg_description,pg_description_o_c_o_index,0,,0,0,2609,2675,pg_catalog,pg_description,pg_description_o_c_o_index,1,0
1707243307.919433,2605,2660,pg_catalog,pg_cast,pg_cast_oid_index,0,,0,0,2605,2660,pg_catalog,pg_cast,pg_cast_oid_index,1,0
1707243307.919433,3501,3502,pg_catalog,pg_enum,pg_enum_oid_index,0,,0,0,3501,3502,pg_catalog,pg_enum,pg_enum_oid_index,1,0
1707243307.919433,3501,3503,pg_catalog,pg_enum,pg_enum_typid_label_index,0,,0,0,3501,3503,pg_catalog,pg_enum,pg_enum_typid_label_index,1,0
1707243307.919433,3501,3534,pg_catalog,pg_enum,pg_enum_typid_sortorder_index,0,,0,0,3501,3534,pg_catalog,pg_enum,pg_enum_typid_sortorder_index,1,0
1707243307.919433,2615,2684,pg_catalog,pg_namespace,pg_namespace_nspname_index,24258,2024-02-06 12:15:07.976006-06,13376,13376,2615,2684,pg_catalog,pg_namespace,pg_namespace_nspname_index,36,35149
1707243307.919433,24640,24641,pg_toast,pg_toast_24636,pg_toast_24636_index,0,,0,0,24640,24641,pg_toast,pg_toast_24636,pg_toast_24636_index,1,0
1707243307.919433,2607,2668,pg_catalog,pg_conversion,pg_conversion_default_index,0,,0,0,2607,2668,pg_catalog,pg_conversion,pg_conversion_default_index,1,0
1707243307.919433,2607,2669,pg_catalog,pg_conversion,pg_conversion_name_nsp_index,0,,0,0,2607,2669,pg_catalog,pg_conversion,pg_conversion_name_nsp_index,1,0
1707243307.919433,2608,2673,pg_catalog,pg_depend,pg_depend_depender_index,0,,0,0,2608,2673,pg_catalog,pg_depend,pg_depend_depender_index,34,3840
1707243307.919433,2608,2674,pg_catalog,pg_depend,pg_depend_reference_index,0,,0,0,2608,2674,pg_catalog,pg_depend,pg_depend_reference_index,33,3806
1707243307.919433,1262,2671,pg_catalog,pg_database,pg_database_datname_index,12587,2024-02-06 12:15:07.979839-06,12585,12584,1262,2671,pg_catalog,pg_database,pg_database_datname_index,44,25135
1707243307.919433,1213,2698,pg_catalog,pg_tablespace,pg_tablespace_spcname_index,0,,0,0,1213,2698,pg_catalog,pg_tablespace,pg_tablespace_spcname_index,5,3
1707243307.919433,1260,2676,pg_catalog,pg_authid,pg_authid_rolname_index,18735,2024-02-06 12:15:07.979839-06,18735,18735,1260,2676,pg_catalog,pg_authid,pg_authid_rolname_index,148,37326
1707243307.919433,1261,2694,pg_catalog,pg_auth_members,pg_auth_members_role_member_index,0,,0,0,1261,2694,pg_catalog,pg_auth_members,pg_auth_members_role_member_index,3,1
1707243307.919433,1261,2695,pg_catalog,pg_auth_members,pg_auth_members_member_role_index,0,,0,0,1261,2695,pg_catalog,pg_auth_members,pg_auth_members_member_role_index,3,1
1707243307.919433,1261,6302,pg_catalog,pg_auth_members,pg_auth_members_grantor_index,0,,0,0,1261,6302,pg_catalog,pg_auth_members,pg_auth_members_grantor_index,3,1
1707243307.919433,1214,1232,pg_catalog,pg_shdepend,pg_shdepend_depender_index,404,2024-01-19 17:38:41.709419-06,0,0,1214,1232,pg_catalog,pg_shdepend,pg_shdepend_depender_index,5,807
1707243307.919433,1214,1233,pg_catalog,pg_shdepend,pg_shdepend_reference_index,0,,0,0,1214,1233,pg_catalog,pg_shdepend,pg_shdepend_reference_index,3,1
1707243307.919433,3602,3608,pg_catalog,pg_ts_config,pg_ts_config_cfgname_index,80,2024-01-16 18:32:27.300103-06,80,80,3602,3608,pg_catalog,pg_ts_config,pg_ts_config_cfgname_index,2,119
1707243307.919433,3600,3604,pg_catalog,pg_ts_dict,pg_ts_dict_dictname_index,0,,0,0,3600,3604,pg_catalog,pg_ts_dict,pg_ts_dict_dictname_index,1,0
1707243307.919433,3601,3606,pg_catalog,pg_ts_parser,pg_ts_parser_prsname_index,0,,0,0,3601,3606,pg_catalog,pg_ts_parser,pg_ts_parser_prsname_index,1,0
1707243307.919433,3764,3766,pg_catalog,pg_ts_template,pg_ts_template_tmplname_index,0,,0,0,3764,3766,pg_catalog,pg_ts_template,pg_ts_template_tmplname_index,1,0
1707243307.919433,3079,3081,pg_catalog,pg_extension,pg_extension_name_index,0,,0,0,3079,3081,pg_catalog,pg_extension,pg_extension_name_index,1,0
1707243307.919433,2328,548,pg_catalog,pg_foreign_data_wrapper,pg_foreign_data_wrapper_name_index,0,,0,0,2328,548,pg_catalog,pg_foreign_data_wrapper,pg_foreign_data_wrapper_name_index,1,0
1707243307.919433,1417,549,pg_catalog,pg_foreign_server,pg_foreign_server_name_index,0,,0,0,1417,549,pg_catalog,pg_foreign_server,pg_foreign_server_name_index,1,0
1707243307.919433,1418,175,pg_catalog,pg_user_mapping,pg_user_mapping_user_server_index,0,,0,0,1418,175,pg_catalog,pg_user_mapping,pg_user_mapping_user_server_index,1,0
1707243307.919433,3256,3258,pg_catalog,pg_policy,pg_policy_polrelid_polname_index,0,,0,0,3256,3258,pg_catalog,pg_policy,pg_policy_polrelid_polname_index,2,3
1707243307.919433,6000,6002,pg_catalog,pg_replication_origin,pg_replication_origin_roname_index,0,,0,0,6000,6002,pg_catalog,pg_replication_origin,pg_replication_origin_roname_index,3,1
1707243307.919433,2607,2670,pg_catalog,pg_conversion,pg_conversion_oid_index,0,,0,0,2607,2670,pg_catalog,pg_conversion,pg_conversion_oid_index,1,0
1707243307.919433,1262,2672,pg_catalog,pg_database,pg_database_oid_index,364808,2024-02-06 12:15:07.979839-06,364806,364806,1262,2672,pg_catalog,pg_database,pg_database_oid_index,125,472710
1707243307.919433,2964,2965,pg_catalog,pg_db_role_setting,pg_db_role_setting_databaseid_rol_index,432072,2024-02-06 12:15:07.979839-06,0,0,2964,2965,pg_catalog,pg_db_role_setting,pg_db_role_setting_databaseid_rol_index,44,864108
1707243307.919433,1213,2697,pg_catalog,pg_tablespace,pg_tablespace_oid_index,11103,2024-02-06 12:15:07.967958-06,11103,11103,1213,2697,pg_catalog,pg_tablespace,pg_tablespace_oid_index,168,21973
1707243307.919433,1260,2677,pg_catalog,pg_authid,pg_authid_oid_index,24995,2024-02-06 12:15:07.979839-06,24995,24995,1260,2677,pg_catalog,pg_authid,pg_authid_oid_index,178,49816
1707243307.919433,1261,6303,pg_catalog,pg_auth_members,pg_auth_members_oid_index,0,,0,0,1261,6303,pg_catalog,pg_auth_members,pg_auth_members_oid_index,3,1
1707243307.919433,2396,2397,pg_catalog,pg_shdescription,pg_shdescription_o_c_index,1,2024-01-16 16:53:47.114083-06,0,0,2396,2397,pg_catalog,pg_shdescription,pg_shdescription_o_c_index,5,1
1707243307.919433,3602,3712,pg_catalog,pg_ts_config,pg_ts_config_oid_index,80,2024-01-16 18:32:27.300103-06,80,80,3602,3712,pg_catalog,pg_ts_config,pg_ts_config_oid_index,2,119
1707243307.919433,3603,3609,pg_catalog,pg_ts_config_map,pg_ts_config_map_index,0,,0,0,3603,3609,pg_catalog,pg_ts_config_map,pg_ts_config_map_index,1,0
1707243307.919433,3600,3605,pg_catalog,pg_ts_dict,pg_ts_dict_oid_index,0,,0,0,3600,3605,pg_catalog,pg_ts_dict,pg_ts_dict_oid_index,1,0
1707243307.919433,3601,3607,pg_catalog,pg_ts_parser,pg_ts_parser_oid_index,0,,0,0,3601,3607,pg_catalog,pg_ts_parser,pg_ts_parser_oid_index,1,0
1707243307.919433,3764,3767,pg_catalog,pg_ts_template,pg_ts_template_oid_index,0,,0,0,3764,3767,pg_catalog,pg_ts_template,pg_ts_template_oid_index,1,0
1707243307.919433,3079,3080,pg_catalog,pg_extension,pg_extension_oid_index,0,,0,0,3079,3080,pg_catalog,pg_extension,pg_extension_oid_index,1,0
1707243307.919433,2328,112,pg_catalog,pg_foreign_data_wrapper,pg_foreign_data_wrapper_oid_index,0,,0,0,2328,112,pg_catalog,pg_foreign_data_wrapper,pg_foreign_data_wrapper_oid_index,1,0
1707243307.919433,1417,113,pg_catalog,pg_foreign_server,pg_foreign_server_oid_index,0,,0,0,1417,113,pg_catalog,pg_foreign_server,pg_foreign_server_oid_index,1,0
1707243307.919433,1418,174,pg_catalog,pg_user_mapping,pg_user_mapping_oid_index,0,,0,0,1418,174,pg_catalog,pg_user_mapping,pg_user_mapping_oid_index,1,0
1707243307.919433,3118,3119,pg_catalog,pg_foreign_table,pg_foreign_table_relid_index,0,,0,0,3118,3119,pg_catalog,pg_foreign_table,pg_foreign_table_relid_index,1,0
1707243307.919433,3256,3257,pg_catalog,pg_policy,pg_policy_oid_index,0,,0,0,3256,3257,pg_catalog,pg_policy,pg_policy_oid_index,2,3
1707243307.919433,6000,6001,pg_catalog,pg_replication_origin,pg_replication_origin_roiident_index,0,,0,0,6000,6001,pg_catalog,pg_replication_origin,pg_replication_origin_roiident_index,3,1
1707243307.919433,826,827,pg_catalog,pg_default_acl,pg_default_acl_role_nsp_obj_index,454,2024-01-23 13:23:45.104445-06,0,0,826,827,pg_catalog,pg_default_acl,pg_default_acl_role_nsp_obj_index,2,907
1707243307.919433,3456,3164,pg_catalog,pg_collation,pg_collation_name_enc_nsp_index,4,2024-01-23 13:41:08.704959-06,2,2,3456,3164,pg_catalog,pg_collation,pg_collation_name_enc_nsp_index,4,7
1707243307.919433,6243,6246,pg_catalog,pg_parameter_acl,pg_parameter_acl_parname_index,0,,0,0,6243,6246,pg_catalog,pg_parameter_acl,pg_parameter_acl_parname_index,3,1
1707243307.919433,3541,2228,pg_catalog,pg_range,pg_range_rngmultitypid_index,12043,2024-02-06 11:26:26.238355-06,0,0,3541,2228,pg_catalog,pg_range,pg_range_rngmultitypid_index,36,21240
1707243307.919433,3576,3575,pg_catalog,pg_transform,pg_transform_type_lang_index,100,2024-01-16 18:03:14.037609-06,0,0,3576,3575,pg_catalog,pg_transform,pg_transform_type_lang_index,1,200
1707243307.919433,6104,6111,pg_catalog,pg_publication,pg_publication_pubname_index,0,,0,0,6104,6111,pg_catalog,pg_publication,pg_publication_pubname_index,2,11
1707243307.919433,6237,6239,pg_catalog,pg_publication_namespace,pg_publication_namespace_pnnspid_pnpubid_index,2201,2024-02-06 11:33:20.380285-06,0,0,6237,6239,pg_catalog,pg_publication_namespace,pg_publication_namespace_pnnspid_pnpubid_index,17,4408
1707243307.919433,6106,6113,pg_catalog,pg_publication_rel,pg_publication_rel_prrelid_prpubid_index,2510,2024-02-06 11:55:56.192406-06,0,0,6106,6113,pg_catalog,pg_publication_rel,pg_publication_rel_prrelid_prpubid_index,25,5085
1707243307.919433,6106,6116,pg_catalog,pg_publication_rel,pg_publication_rel_prpubid_index,0,,0,0,6106,6116,pg_catalog,pg_publication_rel,pg_publication_rel_prpubid_index,2,3
1707243307.919433,6100,6115,pg_catalog,pg_subscription,pg_subscription_subname_index,0,,0,0,6100,6115,pg_catalog,pg_subscription,pg_subscription_subname_index,4,120
1707243307.919433,1255,2690,pg_catalog,pg_proc,pg_proc_oid_index,39016,2024-02-06 12:15:07.976006-06,38991,38991,1255,2690,pg_catalog,pg_proc,pg_proc_oid_index,211,88699
1707243307.919433,1259,2662,pg_catalog,pg_class,pg_class_oid_index,255326,2024-02-06 12:15:07.979839-06,249681,246706,1259,2662,pg_catalog,pg_class,pg_class_oid_index,427,552203
1707243307.919433,2604,2657,pg_catalog,pg_attrdef,pg_attrdef_oid_index,0,,0,0,2604,2657,pg_catalog,pg_attrdef,pg_attrdef_oid_index,2,3
